73ab5760918b00f8bc14f7931aad4ccc053d0b1c6aa0c901bb1bd2aff790bf43	2	FD 34005	right	cites another docket, but not a specific decision or filing
b29572891a25553af9ec4bbf37fb8f0f4c9fae95b041c6748da22b5ef1997882	2	FD 32876 (1)	right
6bfc45eb92224499cacb9093a6c3040f87a02407830f26fd5235a5c8e185fac7	2	FD 33950	right
9374ef1b4a703d967400987fab31f7a92a3f2627dcff43e59aab4192c5d03a05	3	FD 31897	right
8422648b9999a0fbb8592e465c09e5ee430f4b98253a2a6dcf5798bc631a8e61	1	FD 30683	right
8a1b43166263b9b9d871b84ebde724f22d60094337ef3512d2bb29d33fa87dfa	8	FD 33388 (94)	right
cc77106315e0ffb6468fa6b5c4dc021857ee6cbf07b23d66eeb6057ee484b1f7	1	FD 33624	right	cites another docket, but not a specific decision or filing
4744e720ae08e6836ca9cac2bb8ff1131e36db77740fde33ef194fdecea9f91d	2	EP 274 (13B)	right
d2f5b09b34b06087d6e40584beefd843689f856b630b0dc420397f1196c3eaa0	1	FD 342491	wrong	footnote marker fused on; should be FD 34249
19d93d31acbc79d2badaf4f36b342d1a90e8653c09a48ca13b2ccd1c834d839a	28	FD 34000	right
ee5bb136c15c83e8c3c2c456a7b296f586050b7c1c724d22ccb79ffe55a342c1	2	FD 34417 (2)	right	cites another docket, but not a specific decision or filing
1b8cb6ba7826acc5e4270786fefd8e8367a196d3d82a10772304826d5d7b87bb	2	EP 274 (13B)	right
78df90df96576935c036c01aeae94d09ddd51c23997f81d36ae7c009111c379e	13	FD 34000	right
41599fac1035929c2b848a6fd580a444cc1d6ced298b30ce43555d4778fcaed3	3	FD 32304	right	cites another docket, but not a specific decision or filing
b6617e9f566aa2143f3bf3dadd50d6457d2ece85e6479a7a7643cd35a846638a	1	EP 274 (13B)	right
a7cf72e9902fff9ac082ac7814da5f99d567688c5d1e52c8b6dd5fbb63a5c5a4	5	EP 537	right
c5b44b6840f4f87e4bb2f8969f49486ad3afbb49bcdfac3f5eb90e7b254fbbae	10	EP 627	right
c87c4a0e7bc5e367789049f5570be76ee551b4b330b1c4c61bd3be97b77499c5	2	FD 32017	right
a012be05e768a5056d221b4fcd9ccef81b773ecc96a42c0a2b8c3e5c48a0c780	1	FD 32659	right
6990fe79a3f044c207399c8ea7efb646e9803354597d281c1505d3859f37835d	5	EP 527	right
d7af83a612ac611024992d2c2dcee2dcf1341a92561a264a00b0d01d8cccf531	1	EP 290 (7)	right
25ef458540f9ad566334baf7983342a7dc5b6a614ad86ecf5a6cf91c699b57d7	1	FD 34142	right
508ed9cb5989cfffab9f9adab9f91701a6cc4a1d77986259a799fd0bfbeaf55f	1	EP 274 (13)	right
35d95dd7b3c71eeb5a48f3dae88ccd037de238d01dd05a2be96307fd9f8f9e27	2	FD 34144	right
5f2065c44d9d3c7d9f0e5b89fde833b43d3a13d2ad3235ed156bfdcba76c7330	5	FD 33343	right	cites another docket, but not a specific decision or filing
ac50b52264c183aa9d7dee3e0d3fa64fc7bb5960cf977917eee27c38a72ce1bf	1	FD 33388	right
3b676ddefe268fc6e4d286f5e556039d62da29dfacaba4734e28ec2452ad0d97	1	FD 340192	wrong	footnote marker fused on; should be FD 34019; this is also a caption not a citation
4221b5d492a9ec3a570cbbf39273c20e6a69e7d4dfc5532f160b4cfd28a63353	111	FD 32530	right
