06aed7c3938e5ea006fa1b18d4be732c10d11483a5a9cef9e8e5ba11e9113e56	1	FD 34431	caption
2e80b4e555a4271fafb4f01e862beca7e35d9c1ffbcb0a76a30a9b4134bcdba7	17	FD 34000	caption
57f33729a6dcba403953d9a68668f96287cee1287bbcd8556ecd71b1dfcdb37f	1	FD 32760	right	operator's correction 2026-09-13 (was caption): a related proceeding is a citation, as FD 33819
e9caffc428c9e1a48cc8602f511354202be262ebb43275695d008470ad94b9df	2	EP 656	caption
0715c664658fb5d34a2d04a7666658696fdb23c86da3ae2307eea9fe6b122b75	1	FD 33431	right
ef9595cf570d05a14a33c4791af0dcd70be93cdd908346c872ef624b143b3ccd	2	FD 33868	right
c0a0359693b7858f67be1c5b3ee49d588525418fd0b58488d474c79026d6f040	7	FD 32760 (21)	caption
549a2a2fe259733d8eac04f5f78a960e60c0f8a54aff12a640b109bd2582d878	1	FD 33819	right
76750b8b106b3e2fe909818d50b832f6d1d707b1651d031a626eb6816cec9025	3	FD 34536	caption
c669b8c1d66b669b134bfa9474397fa09e401f4c469e05bc859a78296e05cf1b	5	FD 32760 (26)	caption
1e27b6694d55dcd8419ba7b73da51f189ece97aa278eb1f2c48aebf0fdd81a30	1	FD 31989	caption
916db9f6cf3b85904300de63cfdedd0e54ab769ce2caeabcdf699f7a3afa9b39	2	FD 34014	right	Note that this citation has the served date before the citation (June 25, 2002)
fac5721d63893d36fe014b9d5a13e37dc17b23fa884ac792698eb30d6100e357	31	FD 33388 (91)	caption
70a57ca8899a360372e57b0b8bd83a3508f02469a1d103179796c86a758d87bd	12	FD 33467	caption
72425512641b05ba11ebb2d3d491d22d3f40b4710092a6838e7d1818b3738d15	39	FD 33388 (83)	caption
698cf715743329bc3a83345dc432f97575a65d83bc22e5ff71e93cbdab3a008a	114	EP 582 (1)	caption
f0bc8c2cfedc52ee350f07804b5603fead2d947896da1efc01472f872f0bcacb	2	FD 33134	caption
b774633113ab875526a4491d3af3a6655528906069f2c2e1e7e83e3a29e827f1	1	FD 33984	right
9c5393e3f8ac60aa563bad89367c6a3d2449bffc3eea568b4706a0651173f653	3	FD 34364	caption
71e79536826a3270f93ac9899c66f98c484345b64382decd5d959e30251728e2	1	FD 34440	right
a6f94e3bebac2c974ca99047ab239450c5490899900313033128598ae6a0104c	6	FD 34065	caption
047859089f13a51f2f9abd48b09bb0cb7343393e0e1614ade1b195299627c1eb	1	FD 32256	right
b683d7cce4ab0844067d834cc4b75970b2d890143f489eea95743b43c02e8cfe	1	FD 34030	right
e411991ecb4b6be0208f03ec406f8a4abc70605a6e868ad8ac7315360de49bc3	1	FD 31363	right
1f93750eb4d51468a5e50e5888c1c437f2f9b96385354cd3a0d2f198d04752d0	2	FD 33496	right	Note that this citation is referencing a filing with "filed with the Board on October 17, 1997"
4efd42a431182c5903b4de0c82cb085153a31250bbe059e8dce7437307f0814f	3	EP 537	right
d6518023b4965227c32912f9de963b97a3958f24004603cf4daf957ffd4affb3	5	FD 33556	caption
622b2225858b9e247085e7a350b35fa69508cc2579e2613e6b497a48249b0380	9	FD 34177	caption
b9c5efc2dd723f6b29ddb44d70ecdb22ec7a6666af2018c1a72d9a8ef1ef2f68	3	FD 32133	right
5df57c4141566901ef288a4db6a502a498dc42652b9bc46ae5d9880b41138a0d	1	EP 290 (7)	right
2e4513ac970212a64fb3046b9743dc144b8af3e9c2b3199840e4cf45373564e7	1	FD 29920	right
c86a99051f2b8ef73e907650b792017fd6b0d017ad2451ee260fd1b04ea87197	7	FD 34111	caption
5288dc6e75c95b9faef675ebf36213540d93764aab1e7a87050dc4f174a122d8	1	FD 32549	right
f248373bc96202f34c262cfcca52a1acb34c1c04b183b9095b16ee3c5faec168	1	FD 33813	caption
20e3a8cf097d0ee8a59cc41ae43fd7e01a0cb857ed68da203236b79f2a72304a	1	FD 34036	right
e073b631d8fd67c1e1c28642d884357524cecd9fec04e8524e1716a674618af8	2	FD 34058 (1)	right
2fad4a21d920ce83d5df05f6cd2881402845a0b8a1e129795b10b1e17968e377	4	FD 21989 (2)	unclear	Not sure whether to treat this as a caption or a citation, as the next sentence references the decision in that docket.
3cd2b49436c2b742cf5418a2182dc025de457b267447b5763b5c73f3835233e2	1	EP 537	right
1c617c4934d52be8d08d252a85f1b567492eb7c66192e5d99bea2ef39a2c9ea2	1	FD 34167	right
64db8f4202ae0331168baa757501b5f0e7b9295079f03062b8e9eae391b9c187	2	FD 30387	right
1287ba9a820f7b79247fc3e7677b4faa4ea77edf24f7083df041fdc1e43815d0	1	FD 34554 (5)	right
3834893dd29d215a6763d008f164cc0a28d749187d2c6970453bd49443f3f940	17	FD 34178	right
a6edced6d336b481165c3f6ef4db420e6e26f770c82a60663a8fb935aaa5c92d	2	FD 34802	right
c81293c199e01a1fa7b138fc1d11e0f8fe2a552b73ecd5e9c0b28e6bfae94038	1	FD 34554	right
19baa3ef7fb97f43e46dc4ee9083401b13dd077ef40c08624eaf3bef7d4bd1c9	6	FD 33582	right
034ad51093849fdde8f4c2a2b156b86ecb73e44c8c554e9f92675342a2fa36b4	1	FD 35275	caption
2769d365fc1c4f308f489cd7a0ffbafcbbc343103ad4d46e260c16861b0d5fcf	5	EP 705	right
a90f825c65f10ed36c15080a9a12666b5bf526616bc1284e86ead428d42676c3	2	FD 31526	right
8817f5bb4bc7d4c89bfd27dde2e2c9c2e019c1b24cb90edcf26b1ab6ba32479e	4	FD 35087	right
ff4b94e27e736576668314cc0c3bbbf89073dba56efed0da3af6856047b4e28a	1	FD 35248	right
02040b00c06a7a82ebbdce80140e28c1f2f74726efa33108e39e441d247663ca	3	FD 32609	caption
a51b1ec7f0841a2da93e23aa3eec4bcc32149f6b8bd8bd4dedd555a284a3c7ef	1	FD 34765	right
6983b32091a694c7ba97a90ebe216d17980a079b3354704ed1eacb8c11e1e5b5	1	FD 33388 (94)	right
f7c38e8c275eed28edcc508c184d62a885552716fcc87d93db572fb33b58177d	1	FD 35349	caption	former docket number of its own proceeding
2fe0dac15afffd6a1a97a4044e09cb5ebea96dc06b9080fac45d61c68efa6bd4	2	FD 35363	caption
8dde6d6341767161411f560265f5a17c54bab5e955299f1431883a40d86b170b	1	FD 35081	caption
eaec020f1e71a8a86e538947e8eba91597c9c8c369f0695a78a8749d6054495d	1	FD 34284	caption
e055972b77ca9d365a93bd521702051cc342ad87af8c6fe12417b2a0ea506d6b	7	FD 34856	caption
79de6231329958732b7f2e366fb34d0c3303dde0a5707fc6d3e447e50db569c0	2	FD 35104	caption
0affdd8abbec8af623e8e70fe19ab943ab508371df7c7a527d13be340666c821	2	FD 33326	right
a64005457715026b5e17161da1fbdb4041857e30e449095aeed28fadfe4bbaca	2	FD 34893	right
1cee33ffe8e6a04b843dd2d48234715fc66ea86e7e77d0a13dcaba0437a2cd00	1	FD 35279	caption
f41d32a2cdc9028d6e8dc90d49fad946b695514e2940f6ab891f74db5b6535cb	3	FD 35023	caption
9f9e5d3bef30bdebcbc7ea768e5b9eac9cab1c3767132bfb86bc3f64687f4294	1	FD 35346	right
216f8a73af96fd14f6a08c0cd7eff70a58b8f516288d10ce4f85ab0bcd715552	57	FD 31250	right
555b4f54b2a3ce808deea38e0d91b35d40bcd7406c50b9449ff00fcf1a145daa	8	FD 32589	right
d9a6172927eaf772ead29c079f474dd4e0ff14d7a64ffb4bf79d76290c3be15d	1	FD 35128	right
cf0258ae760d930b1faeae261d41ee074edddda2b500032a80f3af5d53d9359a	3	FD 35259	caption
31e94795e5a106887b549bc858cac402c27f56a3bd1b9e4791c1bd44e4ed6e19	2	FD 35248	right
1ea34e56392986cf8dfe223629ac3be64c1b22bb4ba7b9df722663f1c503daaf	2	FD 31971	right
f800504e304a6235d7aad51da8ef54def162af72b1c992601567b99bd33bf4a1	2	FD 35087	right
ad2d4f77877cd6cbd3e9010b2cf166c6c162d142877338b2f93dd3c7c8975849	3	FD 32802	right
48744831dbb21f55b3cc0a6e0ebb4b54e77b923ea5779b2d6fe495df1f897f5d	1	EP 646 (1)	right
d570805c4caf612a2a630e837b8ad97b193880a6b0c87a7268f152a5d8308b66	1	FD 35296	right
7225189020042f9f33810d1ee6e4387746d4964d055af6b46883393be45b76ba	2	EP 664	right
d794ce4712d0d20d92d0f153117f1bd00ff200d11af2a027855409b5f619a630	383	FD 33388	right
3e7ff4f194b1d9026bcee335f9f0a60f1b51ee32b2573ccfb36700a9ac3237c8	7	FD 36547	caption
9e14cbeb50fd03f6296fbc0bd3926d3508dbba7e5d5a3f7ed0f469cab9c147b2	4	FD 36557	caption
667fed425e636742b7715813458ad1aea681750ebb408512c9a2fd6d66c5fa4f	8	FD 36732	caption
bd05abdce6ba758574fa325c151e3455ce0d6e99d42920b3a61f9047ff656e29	7	FD 32760 (48)	caption
74ec1d64a33073ec514989dfe757a80c6dc5ef5eee44217ff60ba8df8422d088	8	FD 36786	caption
42a52f41f7d6ebd87242c23e6ac5f6a3fb1cda7ff004c47b007b65b6f5b590c9	3	FD 36491	right
9ff7c6cade31f6c902dbe070ae34b1ca9ef81f7c8607ff19438cd4095c80ba3e	9	FD 36448	caption
ee3b94ff887aa074c48e218f1e6ace018fbd7d3ff62f96bf541596593a36067c	2	FD 36109	right
9bed4b97e3a4dc95310db222d67185cce901d669f115fa9a1bae4c6eff49bc43	5	FD 36468	caption
118d33ccc5fe43dca33a72f6e866511759f9726ac2c5d5ba471d826d9f2a58c0	3	FD 35332	right
b64f5b7c64e800c5f0f9451e060adbe7ddb4cd34b1abe601dce2e880c28d5dac	8	FD 36561	caption
081b388f208f4a828a3c84e5b90f1c0382d2b2e179079e7ff3c34f719789ce34	4	FD 36425	caption
e60e7f269ce89dc2f0259f9733cc6abc41c43e839eca1b593a1e3b80837e547d	8	FD 36859	caption
40ff7f60b8b2981b1f24ad3ba81c09b1d8dd5415e91899a3afd09ce594473965	2	FD 36802	right
77a78787e4ea67a8f83e0262e3a6a14f93508a324cdfe29eaf81623268c5f59b	2	EP 274 (13B)	right
3cfdb6dd5401d48caa89919e2ecf9c481af225f249188bd409ef4ba8516eab33	3	EP 72 (1)	right
8fed673970a11f3a12540fabe5fd7bbdf77140b7759061e9e70689d8b7c4d33a	1	FD 343531	caption	Note it captured the superscript "1", should be FD 34353
5c2c2cc860123d140e6c355028596803c36363b36be0177c62e786f736dfac3c	2	EP 55 (55)	right
7d40f191bc16fc0ff352a807089fe33bf8383d441dea59c1692930f23f94fc23	1	FD 347381	caption
260f74b649fb874070c1dd935d8d12940c41febe5b7e411d37516b5c062077ce	27	FD 26327	caption
6c82913b07db24e90f175fb6212f83e8ec4cc8c432fdf711753e558478b20374	1	FD 336091	caption
84c1c61f55d397a7dfdeb7ddae9acc8c941d4d28ca2c57962eb8fa17c1ea75bf	2	EP 538	right
1a45eabf8bc0e2a260804ff92f7955ed3e5d3b202620c0b217d4deca767f165d	2	EP 523 (1)	right
